번호,등록번호,서명,저자,출판사,출판년도,
1995,BSL01821,한국사傳,케이비에스한국사傳제작팀 지음,한겨레,2008,
1996,BSL01822,한국사傳,KBS 한국사傳 제작팀 지음,한겨레출판,2008,
1997,BSL01823,한국사傳,KBS 한국사傳 제작팀 지음,한겨레출판,2008,
1998,BSL01824,로마 제국 쇠망사,"에드워드 기번 지음,윤수인,김희용 공옮김.,1",민음사,2012,
1999,BSL01825,로마 제국 쇠망사,"에드워드 기번 지음,송은주,윤수인,김희용 옮김",민음사,2011,
2000,BSL01826,로마 제국 쇠망사,"에드워드 기번 지음,송은주,윤수인 같이옮김",민음사,2011,
2001,BSL01827,로마제국 쇠망사,"에드워드 기번 지음,윤수인,김희용 등옮김",민음사,2011,
2002,BSL01828,실크로드 세계사  : 고대 제국에서 G2 시대까지,"피터 프랭코판 지음,이재황 옮김",책과함께,2017,
2003,BSL01829,강희제 평전  : 민생을 살펴 태평성대를 이룩한 대통합의 지도자,"장자오청,왕리건,옮긴이: 이은자",민음사,2010,
2004,BSL01830,"(프렌즈)인도.네팔 = , = India.Nepal","전명윤,김영남,주종원 공지음",중앙북스,2014,
2005,BSL01831,중국사 다이제스트100,안정애 지음,gr:가람기획,2014,
2006,BSL01832,우리 시각으로 읽는 세계의 역사.,서양사학회 13인 지음,푸른역사,2009,
2007,BSL01833,세계사 편력,"J. 네루 지음,곽복희,남궁원 공옮김",일빛,2004,
2008,BSL01834,세계사 편력,"J. 네루, 곽복희, 남궁원",일빛,2004,
2009,BSL01835,(신정일의 새로쓰는) 택리지  : 숨겨진 우리 땅의 아름다움을 찾아서,신정일,다음생각,2012,
2010,BSL01836,(신정일의 새로쓰는) 택리지  : 숨겨진 우리 땅의 아름다움을 찾아서,신정일,다음생각,2012,
2011,BSL01837,(신정일의 새로 쓰는)택리지 : 숨겨진 우리 땅의 아름다움을 찾아서,신정일 지음,다음생각,2012,
2012,BSL01838,양파 껍질을 벗기며  : 귄터 그라스 자서전,"귄터 그라스,옮긴이: 장희창,안장혁",민음사,2015,
2013,BSL01839,100년의 기록  : 버나드 루이스의 생과 중동의 역사,"버나드 루이스,분치 엘리스 처칠 지음,서정민 옮김",시공사,2015,
2014,BSL01840,(아이와 함께 꼭 가봐야 할) 미술관 과학관 101  : museum travel,"강민지,박상준,이시우 지음",어바웃어북,2016,
2015,BSL01841,(결국 이기는)사마의,"친타오 지음,박소정 옮김",더봄,2019,
2016,BSL01842,"그곳이 사라지고,  그곳이 살아나고  : 인문지리로 읽는 우리 주변의 장소들",천종호 지음,역사비평사,2016,
2017,BSL01843,하버드대학 중국 특강,"하버드대학 중국연구소 지음,이은주 옮김",미래의창,2018,
2018,BSL01844,소설로 읽는 중국사,조관희 지음,돌베개,2013,
2019,BSL01845,소설로 읽는 중국사,조관희 지음,돌베개,2013,
2020,BSL01846,"영국,  느리게 걷다  : 천천히 깊게 들여다보는 영국의 재발견",오윤석 지음,Siso,2018,
2021,BSL01847,한국 고대사의 쟁점과 과제,이도학 지음,주류성,2017,
2022,BSL01848,논쟁으로 본 조선  : 조선을 움직인 다섯 가지 격론,이한,청아출판사,2014,
2023,BSL01849,"2020 부의 지각변동  : 미래가 보내온 7개의 시그널! 무너질 것인가,  기회를 만들 것인가",박종훈 지음,21세기북스,2019,
2024,BSL01850,플루타르코스 영웅전 전집  : 그리스와 로마의 영웅 50인 이야기,"플루타르코스,옮긴이: 이성규",현대지성,2017,
2025,BSL01851,(역사와 어원으로 찾아가는) 우리 땅 이야기,최재용 지음,21세기북스 :북이십일,2015,
2026,BSL01852,기억의 비밀  : 정신부터 분자까지,"에릭 캔델,래리 스콰이어 지음,전대호 옮김",해나무 :북하우스 퍼블리셔스,2016,
2027,BSL01853,"마리아 테레지아  : 오스트리아 최초의 여왕  = ,Die erste K?nigin von ?sterreich Maria Theresia",김장수,푸른사상(푸른사상사),2020,
2028,BSL01854,조선의 통신사외교와 동아시아,이훈 지음,경인문화사,2020,
2029,BSL01855,"호,  조선 선비의 자존심  : 조선 500년 명문가 탄생의 비밀",한정주 지음,다산초당 :다산북스,2015,
2030,BSL01856,왕단의 중국현대사,"왕단 지음,송인재 옮김",동아시아,2014,
2031,BSL01857,(역사저널) 그날,KBS 역사저널 그날 제작팀 지음,민음사,2015,
2032,BSL01858,(역사저널) 그날,케이비에스 역사저널 그날 제작팀 지음,민음사,2015,
2033,BSL01859,(역사저널)그날,케이비에스역사저널 그날 제작팀 지음,민음사,2015,
2034,BSL01860,(역사저널)그날,케이비에스 역사저널 그날 제작팀 지음,민음사,2015,
2035,BSL01861,"조선왕조실록,전자자료",이덕일 지음,다산초당,2018,
2036,BSL01862,조선왕조실록,이덕일 지음,다산북스,2018,
2037,BSL01863,중국역사가 기억하는 비범한 여성들,서영 지음,책벗,2015,
2038,BSL01864,나는 그곳에 집을 지어 살고 싶다  : 살아생전에 살고 싶은 곳 44,신정일 지음,창해,2022,
2039,BSL01865,(위대한 탐험의 숨은 영웅) 톰 크린,"마이클 스미스 지음,서영조 옮김",지혜로울자유 :전략시티,2017,
2040,BSL01866,"(송동훈의)그랜드투어 : 동유럽 편  = ,Grand tour",송동훈 지음,김영사,2011,
2041,BSL01867,"(송동훈의) 그랜드투어  = ,Grand tour  : 문명의 시원을 찾아 그리스·터키·스페인을 가다",송동훈 지음,김영사,2012,
2042,BSL01868,장자화의 사기,"장자화 지음,사마천 원작,전수정 옮김,정후이허 그림",사계절출판사,2017,
2043,BSL01869,무엇을 위해 죽을 것인가,"사마천 원작,장자화 지음,전수정 옮김,관웨수,정후이허 그림",사계절,2017,
2044,BSL01870,서중석의 현대사 이야기,"서중석,김덕련 공지음",오월의봄,2016,
2045,BSL01871,서중석의 현대사 이야기,"서중석,김덕련 공지음",오월의봄,2016,
2046,BSL01872,서중석의 현대사 이야기,"서중석,김덕련",오월의봄,2016,
2047,BSL01873,서중석의 현대사 이야기,"서중석,김덕련 같이지음",오월의봄,2016,
2048,BSL01874,서중석의 현대사 이야기,"서중석,김덕련 공지음",오월의봄,2017,
2049,BSL01875,서중석의 현대사 이야기,"서중석,김덕련",오월의봄,2017,
2050,BSL01876,"군함도,  끝나지 않은 전쟁  : 군함도에서 야스쿠니까지,  강제동원 100년의 진실을 밝히다","김민철,김승은,김영환,김진영,노기 카오리,조한성,조시현,김미경,김정미,마메타 도시키,소라노 요시히로,야노 히데키,야마모토 나오요시,우에다 케이시,이치바 준코,이희자,장완익,후루카와 마사키 지음",생각정원,2017,
2051,BSL01877,(알기쉽고 재미있는) 이야기 한국인물사,신한국사연구회 편,태을출판사,2012,
2052,BSL01878,12개 한자로 읽는 중국  : 왕조 이름 12개로 푸는 중국 문화의 수수께끼,"장일청 지음,이인호 옮김",뿌리와이파리,2016,
2053,BSL01879,서중석의 현대사 이야기,"서중석,김덕련 공지음",오월의봄,2015,
2054,BSL01880,서중석의 현대사 이야기,"서중석,김덕련 공지음",오월의봄,2015,
2055,BSL01881,(신정일의 새로쓰는) 택리지  : 숨겨진 우리 땅의 아름다움을 찾아서  : 완역본,"이중환,옮긴이: 신정일",다음생각,2012,
2056,BSL01882,춘추전국이야기 3,공원국 지음,역사의아침:위즈덤하우스,2010,
2057,BSL01883,"고구려,  역사에서 미래로  : 생생한 사진과 깊고 넓은 해석으로 경험하는 고구려 역사 현장 다큐멘터리",윤명철 지음,참글세상,2013,
2058,BSL01884,"칼날 위의 역사  : 역사학자,  조선을 읽고 대한민국을 말하다",이덕일 지음,인문서원,2016,
2059,BSL01885,"지금 여기,  산티아고",한효정 지음,푸른향기,2015,
2060,BSL01886,"베네룩스 맥주 산책,전자자료",이현수 지음,메이드마인드,2018,
2061,BSL01887,그와 나 사이를 걷다  : 망우리 사잇길에서 읽는 인문학,김영식 지음,호메로스,2018,
2062,BSL01888,중세의 잔혹사 마녀사냥  : 신의 심판인가 광기의 학살인가? 마녀사냥의 허구와 진실,양태자 지음,이랑Books,2015,
2063,BSL01889,부에노스아이레스의 잡화점,"쿠리모토 히토시 지음,태형준 옮김",페이퍼북,2016,
2064,BSL01890,(한눈에 꿰뚫는) 세계사 명장면  : 지도로 읽는다,"역사미스터리클럽 지음,안혜은 옮김",이다미디어,2017,
2065,BSL01891,시간을 멈추는 드로잉  : 종이 위에 유럽을 담다,김현길 글과 그림,재승출판,2015,
2066,BSL01892,(리더를 위한) 하멜 오디세이아  : 하멜에게 배우는 혁신과 회복탄력성,손관승 지음,황소자리(황소자리 출판사),2021,
2067,BSL01893,(이덕일의)세상을 바꾼 여인들,이덕일 지음,옥당,2009,
2068,BSL01894,"제나라는 어디로 사라졌을까  : 춘추오패의 우두머리,  제나라의 번영과 몰락","장웨이 지음,이유진 옮김",글항아리,2011,
2069,BSL01895,세종 중학생을 위한 역사학 수업,"이문영 글,허현경 그림",위즈덤하우스,2022,
2070,BSL01896,"터널과 다리의 도시,  부산",글쓴이: 전국조,비온후,2015,
2071,BSL01897,조선의 살림하는 남자들,정창권 지음,돌베게,2022,
2072,BSL01898,"도시로 보는 동남아시아사  : 방콕,  하노이부터 치앙라이,  덴파사르까지 13개 도시로 떠나는 역사기행","강희정,김종호,신윤환,이한우,정정훈,현시내",사우,2022,
2073,BSL01899,세종 신미양요,신효승 지음,글누림(글누림출판사),2021,
2074,BSL01900,히틀러의 성공시대,김태권 글·그림,한겨레출판,2013,
2075,BSL01901,히틀러의 성공시대,김태권 글·그림,한겨레출판,2012,
2076,BSL01902,여행의 사고,윤여일 지음,돌베개,2012,
2077,BSL01903,여행의 사고,윤여일 지음,돌베개,2012,
2078,BSL01904,폴 존슨 근대의 탄생,"폴 존슨 지음,명병훈 옮김",살림,2014,
2079,BSL01905,조선 상고사,"신채호 원저,박기봉 옮김",비봉출판사,2012,
2080,BSL01906,"도시로 보는 동남아시아사  : 방콕,  하노이부터 치앙라이,  덴파사르까지 13개 도시로 떠나는 역사기행","강희정,김종호,신윤환,이한우,정정훈,현시내",사우,2022,
2081,BSL01907,"사사건건 경복궁  : 궁궐길라잡이,  조선 역사의 빗장을 열다",양승렬 지음,시대의창,2021,
2082,BSL01908,플루타르코스 영웅전 전집  : 그리스와 로마의 영웅 50인 이야기,"플루타르코스,옮긴이: 이성규",현대지성,2016,
2083,BSL01909,우리 시대의 병적 징후들  : 위기에 빠진 21세기 세계의 해부,"도널드 서순,옮긴이: 유강은",뿌리와이파리,2021,
2084,BSL01910,"영국의 유럽  : 영국과 유럽,  천년 동안의 갈등과 화합","브랜든 심스 지음,곽영완 옮김",애플미디어,2017,
2085,BSL01911,신의 지문 : 사라진 문명을 찾아서,"그레이엄 핸콕 지음,이경덕 옮김",까치,2008,
2086,BSL01912,신의 지문 : 사라진 문명을 찾아서,"그레이엄 핸콕 지음,이경덕 옮김",까치,2008,
2087,BSL01913,폴 존슨 근대의 탄생,"폴 존슨 지음,명병훈 옮김",살림,2014,
2088,BSL01914,엉터리 사학자 가짜 고대사,김상태 지음,책보세,2012,
2089,BSL01915,"(다시 읽는)삼국사.2, ,고구려와 수",이윤섭 지음,책보세,2014,
2090,BSL01916,(다시 읽는)삼국사,이윤섭 지음,책보세,2014,
2091,BSL01917,"제왕지사 : 절대권력이 만들어낸 괴물,  중국 제왕들의 삶과 죽음","보양 지음,김영수 옮김",창해,2007,
2092,BSL01918,"당신,  연암 : 11인의 시선으로 연암 박지원을 읽다",간호윤 지음,푸른역사,2012,
2093,BSL01919,역사  : 신화와 전설을 역사로 바꾼 인류 최초의 모험,"헤로도토스 지음,박수진 풀어씀",풀빛,2012,
2094,BSL01920,역사 古典 강의  : 전진하는 세계 성찰하는 인간,강유원,라티오,2012,
2095,BSL01921,환단고기,안경전 역주,상생출판,2005,
2096,BSL01922,징비록  : 피로 쓴 7년의 지옥,"류성룡 지음,장윤철 옮김",스타북스,2020,
2097,BSL01923,(김향 기증) 서화와 공예,부산박물관 편,부산박물관,2014,
2098,BSL01924,세상 밖으로 배낭을 꾸려라  : 아르헨티나에서 콜롬비아까지,"칸델라리아,허먼 잽 지음,강필운 옮김",작은씨앗,2012,
2099,BSL01925,조선의 숨은 왕  : 문제적 인물 송익필로 읽는 당쟁의 역사,이한우 지음,해냄출판사,2010,
2100,BSL01926,난세에 답하다  : 사마천의 인간 탐구,김영수 지음,알마,2009,
2101,BSL01927,토인비와의 대화,"토인비 저,원창엽 옮김",홍신문화사,2012,
2102,BSL01928,김부식과 일연은 왜  : 삼국사기·삼국유사 엮어 읽기,정출헌 지음,한겨레출판,2012,
2103,BSL01929,하버드 중국사 청- 중국 최후의 제국,"윌리엄 T. 로 지음,기세찬 옮김",너머북스,2014,
2104,BSL01930,(인물로 읽는)삼국유사,황원갑 엮음,청아출판사,2010,
2105,BSL01931,"역사란 무엇인가  : 사실은 신성하고 의견은 제멋대로,  필요한 것은 사실뿐","E. H. 카 지음,서상원 옮김",스마트북,2013,
2106,BSL01932,"제4의 물결,  답은 역사에 있다  : 세종에서 엘론 머스크까지",고평석 지음,한빛비즈,2017,
2107,BSL01933,한양도성 걸어서 한바퀴  : 서울성곽길 따라 6백 년 역사 속으로!,유영호,창해,2015,
2108,BSL01934,나의 문화유산 답사기,유홍준 지음,창작과비평사,2002,
2109,BSL01935,누구를 기억할 것인가  : 화폐 인물로 만나는 시대의 도전자들,알파고 시나씨 지음,헤이북스,2016,
2110,BSL01936,눈으로 못다 한 말이 있거든,한국편지가족 대구·경북지회 편,한국편지가족 대구·경북지회,2014,
2111,BSL01937,"바람 좋은 날,  경복궁",박강리 지음,해나무 :북하우스 퍼블리셔스,2018,
2112,BSL01938,고려사의 재발견  : 한반도 역사상 가장 개방적이고 역동적인 500년 고려 역사를 만나다,박종기 지음,Humanist(휴머니스트),2015,
2113,BSL01939,여행생활자  : 세상에서 가장 쓸쓸한 여행기,유성용 지음.,사흘,2012,
2114,BSL01940,너무 재밌어서 잠 못 드는 세계사 : 일본 3대 입시학원 최고의 세계사 스타 강사 우야마 다쿠에이가 들려주는 명강의,"우야마 다쿠에이 지음,오세웅 옮김",생각의길,2017,
2115,BSL01941,"이순신,  신은 이미 준비를 마치었나이다",김종대 지음,시루 :가디언,2017,
2116,BSL01942,무지와 편견의 세계사  : 관용과 광기에 관한 역사적 고찰  : 제1회 뉴베리상 수상 작가 헨드릭 반 룬의 색다른 역사 이야기,"헨드릭 빌렘 반 룬 지음,김희숙,정보라 옮김",생각의길 :아름다운사람들,2018,
2117,BSL01943,동남아 푸드 트립,김예리 저,시대인:시대고시기획:시대교육,2019,
2118,BSL01944,바람이 우리를 데려다주겠지,오소희 지음,북하우스,2015,
2119,BSL01945,"(유홍준의) 한국미술사 강의 = ,Story of Korean art",유홍준 지음,눌와,2022,
2120,BSL01946,감동영화 감동교육,주삼환 저,교육과학사,2022,
2121,BSL01947,"글,  최민  : 崔旻 散文","최민 지음,열화당 편",열화당,2021,
2122,BSL01948,(난생 처음 한번 들어보는) 클래식 수업,민은기 지음,사회평론,2018,
2123,BSL01949,브람스의 밤과 고흐의 별  : 39인의 예술가를 통해 본 클래식과 미술 이야기,김희경 지음,한국경제신문 :한국경제신문 한경BP,2022,
